"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","Date"
"719","District of Columbia","US","2021-01-13 05:30:34","38.8974","-77.0268","32423","825","22464.0","9134.0","11.0","4594.126240348906","970048.0","","2.5444900225148808","84000011.0","USA","137449.4331554136","","01-12-2021"
"720","Florida","US","2021-01-13 05:30:34","27.7663","-81.6868","1503482","23227","","1480255.0","12.0","7000.188148313763","17031970.0","","1.5448804841029025","84000012.0","USA","79300.57994471205","","01-12-2021"
"721","Georgia","US","2021-01-13 05:30:34","33.0406","-83.6431","773692","11662","","762030.0","13.0","7287.003635439599","5737862.0","","1.507318157613107","84000013.0","USA","54041.945959956574","","01-12-2021"
"722","Grand Princess","US","2021-01-13 05:30:34","","","103","3","","100.0","99999.0","","","","2.9126213592233015","84099999.0","USA","","","01-12-2021"
"723","Guam","US","2021-01-13 05:30:34","13.4443","144.7937","7429","124","7189.0","116.0","66.0","4523.561612139147","99503.0","","1.6691344730111723","316.0","GUM","60587.95949558239","","01-12-2021"
"724","Hawaii","US","2021-01-13 05:30:34","21.0943","-157.4983","23856","308","11958.0","11590.0","15.0","1684.8980698820233","878074.0","","1.2910798122065728","84000015.0","USA","62016.48171586133","","01-12-2021"
"725","Idaho","US","2021-01-13 05:30:34","44.2405","-114.4788","151273","1556","66796.0","82921.0","16.0","8464.885160864322","564715.0","","1.028603914776596","84000016.0","USA","31600.13765587709","","01-12-2021"
"726","Illinois","US","2021-01-13 05:30:34","40.3495","-88.9861","1040168","19497","","1020671.0","17.0","8208.512415066469","14263477.0","","1.8744087493558728","84000017.0","USA","112560.59409298789","","01-12-2021"
"727","Indiana","US","2021-01-13 05:30:34","39.8494","-86.2583","570477","10271","370456.0","190917.0","18.0","8473.833070492805","6175128.0","","1.595857501704714","84000018.0","USA","91725.00181589457","","01-12-2021"
"728","Iowa","US","2021-01-13 05:30:34","42.0115","-93.2105","299255","4222","258758.0","36275.0","19.0","9484.892569736965","1201471.0","","1.4108369116639654","84000019.0","USA","38080.64480344335","","01-12-2021"
"729","Kansas","US","2021-01-13 05:30:34","38.5266","-96.7265","249803","3248","4896.0","240502.0","20.0","8534.81636376992","1066516.0","","1.306274784231397","84000020.0","USA","36608.343625163645","","01-12-2021"
"730","Kentucky","US","2021-01-13 05:30:34","37.6681","-84.6701","308728","2944","39200.0","266584.0","21.0","6910.264023351754","3343361.0","","0.9535902153351816","84000021.0","USA","74834.50556923033","","01-12-2021"
"731","Louisiana","US","2021-01-13 05:30:34","31.1695","-91.8678","352939","7971","280373.0","64595.0","22.0","7592.055057720347","4508788.0","","2.2584639271942177","84000022.0","USA","96988.33719024762","","01-12-2021"
"732","Maine","US","2021-01-13 05:30:34","44.6939","-69.3819","30326","449","11768.0","18109.0","23.0","2256.042945606794","1203694.0","","1.4805777220866585","84000023.0","USA","89546.44059121628","","01-12-2021"
"733","Maryland","US","2021-01-13 05:30:34","39.0639","-76.8021","312351","6367","9434.0","296550.0","24.0","5166.515594606397","6220019.0","","2.0384119148009767","84000024.0","USA","102883.69546519167","","01-12-2021"
"734","Massachusetts","US","2021-01-13 05:30:34","42.2302","-71.5301","442529","13273","293522.0","135734.0","25.0","6420.439715441546","11844709.0","","2.999351454932897","84000025.0","USA","171849.16713130195","","01-12-2021"
"735","Michigan","US","2021-01-13 05:30:34","43.3266","-84.5361","570150","14296","415079.0","140775.0","26.0","5709.003343093828","8624043.0","","2.5074103306147504","84000026.0","USA","86353.92496357963","","01-12-2021"
"736","Minnesota","US","2021-01-13 05:30:34","45.6945","-93.9002","438867","5792","418610.0","14465.0","27.0","7781.837538335833","5714994.0","","1.3197620235743404","84000027.0","USA","101336.29286449896","","01-12-2021"
"737","Mississippi","US","2021-01-13 05:30:34","32.7416","-89.6787","241957","5284","198888.0","37785.0","28.0","8129.868497847387","1464883.0","","2.1838591154626648","84000028.0","USA","49220.75474043807","","01-12-2021"
"738","Missouri","US","2021-01-13 05:30:34","38.4561","-92.2884","440149","6353","","432331.0","29.0","7147.3425024293565","3844238.0","","1.4434771111308682","84000029.0","USA","62635.977155251356","","01-12-2021"
"739","Montana","US","2021-01-13 05:30:34","46.9219","-110.4544","87077","1067","81183.0","4827.0","30.0","8147.342104721467","851594.0","","1.225352274423786","84000030.0","USA","79679.22243908464","","01-12-2021"
"740","Nebraska","US","2021-01-13 05:30:34","41.1254","-98.2681","177670","1791","122564.0","53315.0","31.0","9184.722147551083","1861366.0","","1.008048629481623","84000031.0","USA","96224.06441660703","","01-12-2021"
"741","Nevada","US","2021-01-13 05:30:34","38.3135","-117.0554","252842","3546","","249296.0","32.0","8208.740076801305","2254748.0","","1.4024568702984472","84000032.0","USA","73202.39624226825","","01-12-2021"
"742","New Hampshire","US","2021-01-13 05:30:34","43.4525","-71.5639","54516","878","46031.0","6240.0","33.0","3846.92041176397","1104602.0","","1.6613455178083238","84000033.0","USA","81237.99836877099","","01-12-2021"
"743","New Jersey","US","2021-01-13 05:30:34","40.2989","-74.521","594749","20039","60328.0","514382.0","34.0","6695.972502277029","8469406.0","","3.369320503271128","84000034.0","USA","95352.6776617028","","01-12-2021"
"744","New Mexico","US","2021-01-13 05:30:34","34.8405","-106.2485","157974","2794","80580.0","74600.0","35.0","7533.947689582697","2113785.0","","1.7686454733057342","84000035.0","USA","100808.64963237346","","01-12-2021"
"745","New York","US","2021-01-13 05:30:34","42.1657","-74.9481","1164562","40020","111141.0","1013401.0","36.0","5986.369282210079","27721577.0","","3.4364851334664883","84000036.0","USA","142501.29834841035","","01-12-2021"
"746","North Carolina","US","2021-01-13 05:30:34","35.6301","-79.8064","635975","7638","521475.0","106862.0","37.0","6063.786293092237","7727649.0","","1.2009906049766108","84000037.0","USA","73680.27372778479","","01-12-2021"
"747","North Dakota","US","2021-01-13 05:30:34","47.5289","-99.784","94968","1363","91850.0","1755.0","38.0","12461.978159257384","1282799.0","","1.4352202847274866","84000038.0","USA","168332.62910366873","","01-12-2021"
"748","Northern Mariana Islands","US","2021-01-13 05:30:34","15.0979","145.6739","128","2","29.0","97.0","69.0","232.11954156390541","17557.0","","1.5625","580.0","MNP","31838.45930654287","","01-12-2021"
"749","Ohio","US","2021-01-13 05:30:34","40.3888","-82.7649","792938","15548","648724.0","134412.0","39.0","6783.567597163169","8225635.0","","1.2361622220148358","84000039.0","USA","70370.13114782148","","01-12-2021"
"750","Oklahoma","US","2021-01-13 05:30:34","35.5653","-96.9289","337457","2804","294629.0","40024.0","40.0","8528.164598628597","2864080.0","","0.8309206802644485","84000040.0","USA","72380.61638561415","","01-12-2021"
"751","Oregon","US","2021-01-13 05:30:34","44.572","-122.0709","127780","1667","5870.0","120243.0","41.0","3029.5867191339808","2839839.0","","1.3045860071998747","84000041.0","USA","67330.86961088375","","01-12-2021"
"752","Pennsylvania","US","2021-01-13 05:30:34","40.5908","-77.2098","737994","18045","542737.0","177212.0","42.0","5764.682347407111","4136589.0","","2.445141830421385","84000042.0","USA","32312.080568105474","","01-12-2021"
"753","Puerto Rico","US","2021-01-13 05:30:34","18.2208","-66.5901","84427","1645","73760.0","9022.0","72.0","2643.553202028748","390399.0","","1.9484288201641653","630.0","PRI","12224.057783870341","","01-12-2021"
"754","Rhode Island","US","2021-01-13 05:30:34","41.6809","-71.5118","101393","2109","6042.0","93381.0","44.0","9571.147134923787","2179821.0","","1.9429349166116003","84000044.0","USA","205767.53344704967","","01-12-2021"
"755","South Carolina","US","2021-01-13 05:30:34","33.8569","-80.945","359357","5860","166724.0","186773.0","45.0","6979.548679534346","3498188.0","","1.6306903719699353","84000045.0","USA","67942.94652994903","","01-12-2021"
"756","South Dakota","US","2021-01-13 05:30:34","44.2998","-99.4388","103743","1585","97407.0","4751.0","46.0","11726.891378485947","385382.0","","1.5278139247949258","84000046.0","USA","43562.77390497355","","01-12-2021"
"757","Tennessee","US","2021-01-13 05:30:34","35.7478","-86.6923","660874","8011","579345.0","73518.0","47.0","9677.21718614872","5986016.0","","1.2121826550900776","84000047.0","USA","87653.58738846016","","01-12-2021"
"758","Texas","US","2021-01-13 05:30:34","31.0545","-97.5635","2014645","30895","1595600.0","388150.0","48.0","6948.0385852045665","15031531.0","","1.5335207939860371","84000048.0","USA","51840.22861729912","","01-12-2021"
"759","Utah","US","2021-01-13 05:30:34","40.15","-111.8624","309629","1422","253415.0","54792.0","49.0","9657.92440200402","2394548.0","","0.4592593071062465","84000049.0","USA","74690.56051264553","","01-12-2021"
"760","Vermont","US","2021-01-13 05:30:34","44.0459","-72.7107","9247","158","6226.0","2863.0","50.0","1481.9171491805146","767325.0","","1.7086622688439494","84000050.0","USA","122970.91775656302","","01-12-2021"
"761","Virgin Islands","US","2021-01-13 05:30:34","18.3358","-64.8963","2166","24","2008.0","134.0","78.0","2019.2415258977514","37925.0","","1.10803324099723","850.0","VIR","35355.371592646465","","01-12-2021"
"762","Virginia","US","2021-01-13 05:30:34","37.7693","-78.17","407947","5477","33562.0","368908.0","51.0","4779.404743870877","4640967.0","","1.3425763640865112","84000051.0","USA","54372.405474113526","","01-12-2021"
"763","Washington","US","2021-01-13 05:30:34","47.4009","-121.4905","278544","3789","","274755.0","53.0","3657.884621622392","4087531.0","","1.3602877821816302","84000053.0","USA","53678.11471546613","","01-12-2021"
"764","West Virginia","US","2021-01-13 05:30:34","38.4912","-80.9545","103203","1634","72992.0","28577.0","54.0","5758.623595051075","1684532.0","","1.5832873075395095","84000054.0","USA","93995.19124268266","","01-12-2021"
"765","Wisconsin","US","2021-01-13 05:30:34","44.2685","-89.6165","555249","5633","477460.0","72156.0","55.0","9536.372589195516","5644935.0","","1.0144998009901864","84000055.0","USA","96951.46394102537","","01-12-2021"
"766","Wyoming","US","2021-01-13 05:30:34","42.756","-107.3025","48072","522","45223.0","2327.0","56.0","8306.047940507191","536070.0","","1.0858711932101848","84000056.0","USA","92624.04558719606","","01-12-2021"
"767","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","Total_Test_Results","People_Hospitalized","Case_Fatality_Ratio","UID","ISO3","Testing_Rate","Hospitalization_Rate","02-01-2021"
"768","Alabama","US","2021-02-02 05:30:40","32.3182","-86.9023","460860","7688","242143.0","211029.0","1.0","9399.19664462997","2144425.0","","1.6681855661155232","84000001.0","USA","43735.347534306784","","02-01-2021"
"769","Alaska","US","2021-02-02 05:30:40","61.3707","-152.4044","54459","262","","54197.0","2.0","7444.381411943216","1507662.0","","0.4810958702877394","84000002.0","USA","206092.85826572528","","02-01-2021"
"770","American Samoa","US","2021-02-02 05:30:40","-14.271","-170.132","0","0","","0.0","60.0","0.0","2140.0","","","16.0","ASM","3846.084721698028","","02-01-2021"
"771","Arizona","US","2021-02-02 05:30:40","33.7298","-111.4312","762145","13124","104102.0","644919.0","4.0","10470.870072294334","3467337.0","","1.7219820375387886","84000004.0","USA","47636.650799859366","","02-01-2021"
"772","Arkansas","US","2021-02-02 05:30:40","34.9697","-92.3731","296494","4895","274904.0","16695.0","5.0","9824.82626439623","2438501.0","","1.6509608963419158","84000005.0","USA","80803.82291228986","","02-01-2021"
"773","California","US","2021-02-02 08:30:40","36.1162","-119.6816","3342647","41402","","3301245.0","6.0","8459.77964843942","42569193.0","","1.2385992298917594","84000006.0","USA","107736.77046720454","","02-01-2021"
"774","Colorado","US","2021-02-02 05:30:40","39.0598","-105.3111","397101","5641","21043.0","370417.0","8.0","6895.627790542925","5467870.0","","1.4205454028068425","84000008.0","USA","94949.13467121954","","02-01-2021"
"775","Connecticut","US","2021-02-02 05:30:40","41.5978","-72.7554","253954","7119","9800.0","237035.0","9.0","7122.960928531139","5810473.0","","2.803263583168605","84000009.0","USA","162973.49974910857","","02-01-2021"
"776","Delaware","US","2021-02-02 05:30:40","39.3185","-75.5071","78495","1308","","77394.0","10.0","8060.9880833549","1236920.0","","1.40263711064399","84000010.0","USA","127024.61787455688","","02-01-2021"
"777","Diamond Princess","US","2021-02-02 05:30:40","","","49","0","","49.0","88888.0","","","","0.0","84088888.0","USA","","","02-01-2021"
"778","District of Columbia","US","2021-02-02 05:30:40","38.8974","-77.0268","37008","916","25915.0","10177.0","11.0","5243.790639448303","1106070.0","","2.475140510159965","84000011.0","USA","156722.8575598407","","02-01-2021"
"779","Florida","US","2021-02-02 05:30:40","27.7663","-81.6868","1727107","26685","","1700422.0","12.0","8041.382572102452","19217006.0","","1.545069297964747","84000012.0","USA","89474.0726176133","","02-01-2021"
"780","Georgia","US","2021-02-02 05:30:40","33.0406","-83.6431","912479","14242","","898237.0","13.0","8594.166399888183","6474133.0","","1.560803043138527","84000013.0","USA","60976.500606597285","","02-01-2021"
"781","Grand Princess","US","2021-02-02 05:30:40","","","103","3","","100.0","99999.0","","","","2.9126213592233015","84099999.0","USA","","","02-01-2021"
"782","Guam","US","2021-02-02 05:30:40","13.4443","144.7937","7608","129","7377.0","102.0","66.0","4632.555760553861","107372.0","","1.6955835962145112","316.0","GUM","65379.43968483032","","02-01-2021"
"783","Hawaii","US","2021-02-02 05:30:40","21.0943","-157.4983","26156","409","","25747.0","15.0","1847.3421326221578","993306.0","","1.5636947545496254","84000015.0","USA","70155.0705148488","","02-01-2021"
"784","Idaho","US","2021-02-02 05:30:40","44.2405","-114.4788","163165","1735","81591.0","79839.0","16.0","9130.333815501954","603115.0","","1.0633407899978549","84000016.0","USA","33748.912322719094","","02-01-2021"
"785","Illinois","US","2021-02-02 05:30:40","40.3495","-88.9861","1128613","21273","","1107340.0","17.0","8906.478398013987","16100555.0","","1.8848799367010656","84000017.0","USA","127057.94218526287","","02-01-2021"
"786","Indiana","US","2021-02-02 05:30:40","39.8494","-86.2583","628391","11331","407664.0","210738.0","18.0","9334.084348711767","7039744.0","","1.5896153827791932","84000018.0","USA","104567.95894488877","","02-01-2021"
"787","Iowa","US","2021-02-02 05:30:40","42.0115","-93.2105","320187","4906","283036.0","32245.0","19.0","10148.332683585468","1255188.0","","1.532229603325557","84000019.0","USA","39783.20607783662","","02-01-2021"
"788","Kansas","US","2021-02-02 05:30:40","38.5266","-96.7265","279008","3797","5715.0","269496.0","20.0","9576.99719288755","1177617.0","","1.360892877623581","84000020.0","USA","40421.904401653934","","02-01-2021"
"789","Kentucky","US","2021-02-02 05:30:40","37.6681","-84.6701","364498","3780","43492.0","317226.0","21.0","8158.564872585795","3621461.0","","1.0370427272577627","84000021.0","USA","81059.22255276964","","02-01-2021"
"790","Louisiana","US","2021-02-02 05:30:40","31.1695","-91.8678","401591","8912","344321.0","48358.0","22.0","8638.606055678096","5018961.0","","2.2191732384440885","84000022.0","USA","107962.64579587738","","02-01-2021"
"791","Maine","US","2021-02-02 05:30:40","44.6939","-69.3819","39543","595","12422.0","26526.0","23.0","2941.723478141841","1408036.0","","1.5046910957691626","84000023.0","USA","104748.06057377854","","02-01-2021"
"792","Maryland","US","2021-02-02 05:30:40","39.0639","-76.8021","355636","7154","9501.0","338981.0","24.0","5882.481375130673","7038562.0","","2.0116073738316707","84000024.0","USA","116422.99956332456","","02-01-2021"
